"name","value"
"Brain_1.CEL",204.976330587676
"Brain_2.CEL",315.092400601933
"Fetal_brain_1.CEL",198.343857912245
"Fetal_brain_2.CEL",267.65508078568
"Fetal_liver_1.CEL",209.872168541106
"Fetal_liver_2.CEL",399.148166481863
"Liver_1.CEL",160.855833201331
"Liver_2.CEL",241.824611911928
